State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield
Odisha,Jharsuguda,1997,Autumn,sesame,3.0,1.0,0.3333333333333333
Odisha,Jharsuguda,1997,Autumn,blackgram,13.0,3.0,0.23076923076923078
Odisha,Jharsuguda,1997,Summer,pigeonpea,55.0,21.0,0.38181818181818183
Odisha,Jharsuguda,1997,Summer,groundnut,52.0,57.0,1.0961538461538463
Odisha,Jharsuguda,1997,Summer,rice,487.0,964.0,1.9794661190965093
Odisha,Jharsuguda,1997,Summer,sesame,4.0,1.0,0.25
Odisha,Jharsuguda,1997,Winter,horse-gram,479.0,113.0,0.2359081419624217
Odisha,Jharsuguda,1997,Winter,rice,28705.0,46068.0,1.6048771990942345
Odisha,Jharsuguda,1997,Winter,sesame,1189.0,205.0,0.1724137931034483
Odisha,Jharsuguda,1997,Winter,blackgram,140.0,37.0,0.2642857142857143
Odisha,Jharsuguda,1998,Autumn,groundnut,2.0,1.0,0.5
Odisha,Jharsuguda,1998,Autumn,maize,9.0,7.0,0.7777777777777778
Odisha,Jharsuguda,1998,Autumn,rice,27024.0,15652.0,0.5791888691533452
Odisha,Jharsuguda,1998,Autumn,sesame,17.0,2.0,0.11764705882352941
Odisha,Jharsuguda,1998,Autumn,blackgram,56.0,11.0,0.19642857142857142
Odisha,Jharsuguda,1998,Summer,groundnut,381.0,467.0,1.2257217847769029
Odisha,Jharsuguda,1998,Summer,greengram,193.0,66.0,0.34196891191709844
Odisha,Jharsuguda,1998,Summer,rice,856.0,1341.0,1.566588785046729
Odisha,Jharsuguda,1998,Summer,sesame,27.0,5.0,0.18518518518518517
Odisha,Jharsuguda,1998,Summer,wheat,147.0,230.0,1.564625850340136
Odisha,Jharsuguda,1998,Winter,groundnut,5.0,5.0,1.0
Odisha,Jharsuguda,1998,Winter,horse-gram,161.0,36.0,0.2236024844720497
Odisha,Jharsuguda,1998,Winter,maize,1.0,1.0,1.0
Odisha,Jharsuguda,1998,Winter,rapeseed &mustard,306.0,58.0,0.1895424836601307
Odisha,Jharsuguda,1998,Winter,rice,28454.0,41204.0,1.4480916567090742
Odisha,Jharsuguda,1998,Winter,sesame,429.0,103.0,0.2400932400932401
Odisha,Jharsuguda,1998,Winter,blackgram,34.0,5.0,0.14705882352941177
Odisha,Jharsuguda,1999,Autumn,rice,25000.0,34000.0,1.36
Odisha,Jharsuguda,1999,Kharif,pigeonpea,230.0,140.0,0.6086956521739131
Odisha,Jharsuguda,1999,Kharif,dry chillies,1020.0,1040.0,1.0196078431372548
Odisha,Jharsuguda,1999,Kharif,dry ginger,560.0,1100.0,1.9642857142857142
Odisha,Jharsuguda,1999,Kharif,groundnut,830.0,1000.0,1.2048192771084338
Odisha,Jharsuguda,1999,Kharif,maize,470.0,750.0,1.5957446808510638
Odisha,Jharsuguda,1999,Kharif,mesta,600.0,1770.0,2.95
Odisha,Jharsuguda,1999,Kharif,greengram,2000.0,880.0,0.44
Odisha,Jharsuguda,1999,Kharif,finger millet,10.0,10.0,1.0
Odisha,Jharsuguda,1999,Kharif,sesame,2500.0,1280.0,0.512
Odisha,Jharsuguda,1999,Kharif,turmeric,180.0,420.0,2.3333333333333335
Odisha,Jharsuguda,1999,Kharif,blackgram,3100.0,1320.0,0.4258064516129032
Odisha,Jharsuguda,1999,Rabi,castor seed,50.0,20.0,0.4
Odisha,Jharsuguda,1999,Rabi,coriander,880.0,360.0,0.4090909090909091
Odisha,Jharsuguda,1999,Rabi,dry chillies,1480.0,1670.0,1.1283783783783783
Odisha,Jharsuguda,1999,Rabi,garlic,430.0,1290.0,3.0
Odisha,Jharsuguda,1999,Rabi,gram,330.0,170.0,0.5151515151515151
Odisha,Jharsuguda,1999,Rabi,groundnut,430.0,590.0,1.372093023255814
Odisha,Jharsuguda,1999,Rabi,maize,80.0,130.0,1.625
Odisha,Jharsuguda,1999,Rabi,greengram,1070.0,550.0,0.514018691588785
Odisha,Jharsuguda,1999,Rabi,rapeseed &mustard,3250.0,1460.0,0.4492307692307692
Odisha,Jharsuguda,1999,Rabi,sesame,1230.0,570.0,0.4634146341463415
Odisha,Jharsuguda,1999,Rabi,sunflower,80.0,40.0,0.5
Odisha,Jharsuguda,1999,Rabi,blackgram,470.0,210.0,0.44680851063829785
Odisha,Jharsuguda,1999,Rabi,wheat,890.0,1590.0,1.7865168539325842
Odisha,Jharsuguda,1999,Summer,rice,1610.0,3790.0,2.3540372670807455
Odisha,Jharsuguda,1999,Whole Year,onion,920.0,4180.0,4.543478260869565
Odisha,Jharsuguda,1999,Winter,rice,32000.0,59000.0,1.84375
Odisha,Jharsuguda,2000,Autumn,rice,31000.0,6480.0,0.20903225806451614
Odisha,Jharsuguda,2000,Kharif,pigeonpea,280.0,160.0,0.5714285714285714
Odisha,Jharsuguda,2000,Kharif,dry ginger,400.0,740.0,1.85
Odisha,Jharsuguda,2000,Kharif,groundnut,86.0,99.0,1.1511627906976745
Odisha,Jharsuguda,2000,Kharif,horse-gram,84.0,6.0,0.07142857142857142
Odisha,Jharsuguda,2000,Kharif,maize,4.0,3.3,0.825
Odisha,Jharsuguda,2000,Kharif,mesta,480.0,1530.0,3.1875
Odisha,Jharsuguda,2000,Kharif,greengram,97.0,48.0,0.4948453608247423
Odisha,Jharsuguda,2000,Kharif,finger millet,4.0,1.0,0.25
Odisha,Jharsuguda,2000,Kharif,sesame,733.0,50.4,0.06875852660300136
Odisha,Jharsuguda,2000,Kharif,blackgram,23.0,1.3,0.05652173913043478
Odisha,Jharsuguda,2000,Rabi,castor seed,20.0,10.0,0.5
Odisha,Jharsuguda,2000,Rabi,gram,50.0,20.0,0.4
Odisha,Jharsuguda,2000,Rabi,niger seed,20.0,10.0,0.5
Odisha,Jharsuguda,2000,Rabi,other  rabi pulses,8.0,5.0,0.625
Odisha,Jharsuguda,2000,Rabi,rapeseed &mustard,136.0,31.1,0.22867647058823531
Odisha,Jharsuguda,2000,Rabi,sunflower,40.0,20.0,0.5
Odisha,Jharsuguda,2000,Rabi,wheat,520.0,817.8,1.5726923076923076
Odisha,Jharsuguda,2000,Summer,rice,500.0,830.0,1.66
Odisha,Jharsuguda,2000,Whole Year,coriander,80.0,40.0,0.5
Odisha,Jharsuguda,2000,Whole Year,dry chillies,2350.0,1950.0,0.8297872340425532
Odisha,Jharsuguda,2000,Whole Year,garlic,120.0,370.0,3.0833333333333335
Odisha,Jharsuguda,2000,Whole Year,onion,130.0,690.0,5.3076923076923075
Odisha,Jharsuguda,2000,Whole Year,potato,116.0,884.4,7.624137931034483
Odisha,Jharsuguda,2000,Whole Year,turmeric,90.0,200.0,2.2222222222222223
Odisha,Jharsuguda,2000,Winter,rice,29240.0,16830.0,0.5755813953488372
Odisha,Jharsuguda,2001,Kharif,pigeonpea,560.0,350.0,0.625
Odisha,Jharsuguda,2001,Kharif,dry ginger,580.0,1070.0,1.8448275862068966
Odisha,Jharsuguda,2001,Kharif,groundnut,93.0,80.6,0.8666666666666666
Odisha,Jharsuguda,2001,Kharif,horse-gram,244.0,72.7,0.29795081967213116
Odisha,Jharsuguda,2001,Kharif,maize,3.0,3.6,1.2
Odisha,Jharsuguda,2001,Kharif,greengram,233.0,87.5,0.37553648068669526
Odisha,Jharsuguda,2001,Kharif,finger millet,2.0,0.5,0.25
Odisha,Jharsuguda,2001,Kharif,rice,65000.0,98000.0,1.5076923076923077
Odisha,Jharsuguda,2001,Kharif,sesame,693.0,215.5,0.31096681096681095
Odisha,Jharsuguda,2001,Kharif,blackgram,89.0,35.4,0.39775280898876403
Odisha,Jharsuguda,2001,Rabi,castor seed,40.0,20.0,0.5
Odisha,Jharsuguda,2001,Rabi,gram,450.0,210.0,0.4666666666666667
Odisha,Jharsuguda,2001,Rabi,other  rabi pulses,750.0,690.0,0.92
Odisha,Jharsuguda,2001,Rabi,rapeseed &mustard,282.0,94.2,0.33404255319148934
Odisha,Jharsuguda,2001,Rabi,safflower,50.0,20.0,0.4
Odisha,Jharsuguda,2001,Rabi,sunflower,120.0,60.0,0.5
Odisha,Jharsuguda,2001,Rabi,wheat,416.0,581.6,1.3980769230769232
Odisha,Jharsuguda,2001,Whole Year,coriander,70.0,30.0,0.42857142857142855
Odisha,Jharsuguda,2001,Whole Year,dry chillies,1890.0,1470.0,0.7777777777777778
Odisha,Jharsuguda,2001,Whole Year,garlic,130.0,420.0,3.230769230769231
Odisha,Jharsuguda,2001,Whole Year,onion,310.0,2350.0,7.580645161290323
Odisha,Jharsuguda,2001,Whole Year,sweet potato,1190.0,9370.0,7.873949579831932
Odisha,Jharsuguda,2001,Whole Year,turmeric,360.0,810.0,2.25
Odisha,Jharsuguda,2002,Kharif,pigeonpea,650.0,400.0,0.6153846153846154
Odisha,Jharsuguda,2002,Kharif,dry ginger,520.0,960.0,1.8461538461538463
Odisha,Jharsuguda,2002,Kharif,groundnut,10.0,6.7,0.67
Odisha,Jharsuguda,2002,Kharif,horse-gram,218.0,44.5,0.20412844036697247
Odisha,Jharsuguda,2002,Kharif,maize,4.0,19.0,4.75
Odisha,Jharsuguda,2002,Kharif,greengram,410.0,165.7,0.4041463414634146
Odisha,Jharsuguda,2002,Kharif,rice,61000.0,43000.0,0.7049180327868853
Odisha,Jharsuguda,2002,Kharif,sesame,699.0,91.6,0.13104434907010012
Odisha,Jharsuguda,2002,Kharif,blackgram,78.0,9.1,0.11666666666666667
Odisha,Jharsuguda,2002,Rabi,castor seed,120.0,40.0,0.3333333333333333
Odisha,Jharsuguda,2002,Rabi,gram,410.0,180.0,0.43902439024390244
Odisha,Jharsuguda,2002,Rabi,other  rabi pulses,570.0,410.0,0.7192982456140351
Odisha,Jharsuguda,2002,Rabi,rapeseed &mustard,188.0,41.5,0.22074468085106383
Odisha,Jharsuguda,2002,Rabi,safflower,30.0,10.0,0.3333333333333333
Odisha,Jharsuguda,2002,Rabi,sunflower,70.0,30.0,0.42857142857142855
Odisha,Jharsuguda,2002,Rabi,wheat,154.0,216.2,1.4038961038961038
Odisha,Jharsuguda,2002,Whole Year,coriander,50.0,20.0,0.4
Odisha,Jharsuguda,2002,Whole Year,dry chillies,1090.0,910.0,0.8348623853211009
Odisha,Jharsuguda,2002,Whole Year,garlic,110.0,350.0,3.1818181818181817
Odisha,Jharsuguda,2002,Whole Year,onion,650.0,4930.0,7.584615384615384
Odisha,Jharsuguda,2002,Whole Year,turmeric,110.0,260.0,2.3636363636363638
Odisha,Jharsuguda,2003,Kharif,pigeonpea,580.0,370.0,0.6379310344827587
Odisha,Jharsuguda,2003,Kharif,dry ginger,620.0,1150.0,1.8548387096774193
Odisha,Jharsuguda,2003,Kharif,groundnut,237.0,150.6,0.6354430379746835
Odisha,Jharsuguda,2003,Kharif,horse-gram,316.0,141.6,0.4481012658227848
Odisha,Jharsuguda,2003,Kharif,maize,2.0,1.6,0.8
Odisha,Jharsuguda,2003,Kharif,greengram,227.0,98.2,0.4325991189427313
Odisha,Jharsuguda,2003,Kharif,finger millet,1.0,0.2,0.2
Odisha,Jharsuguda,2003,Kharif,rice,57000.0,103000.0,1.8070175438596492
Odisha,Jharsuguda,2003,Kharif,sesame,963.0,352.2,0.3657320872274143
Odisha,Jharsuguda,2003,Kharif,sunflower,40.0,20.0,0.5
Odisha,Jharsuguda,2003,Kharif,blackgram,59.0,22.7,0.3847457627118644
Odisha,Jharsuguda,2003,Rabi,castor seed,30.0,10.0,0.3333333333333333
Odisha,Jharsuguda,2003,Rabi,gram,370.0,150.0,0.40540540540540543
Odisha,Jharsuguda,2003,Rabi,other  rabi pulses,560.0,410.0,0.7321428571428571
Odisha,Jharsuguda,2003,Rabi,rapeseed &mustard,312.0,98.3,0.31506410256410255
Odisha,Jharsuguda,2003,Rabi,sunflower,100.0,50.0,0.5
Odisha,Jharsuguda,2003,Rabi,wheat,112.0,167.6,1.4964285714285714
Odisha,Jharsuguda,2003,Whole Year,coriander,220.0,110.0,0.5
Odisha,Jharsuguda,2003,Whole Year,dry chillies,1190.0,1020.0,0.8571428571428571
Odisha,Jharsuguda,2003,Whole Year,garlic,190.0,600.0,3.1578947368421053
Odisha,Jharsuguda,2003,Whole Year,onion,400.0,3080.0,7.7
Odisha,Jharsuguda,2003,Whole Year,sweet potato,30.0,230.0,7.666666666666667
Odisha,Jharsuguda,2003,Whole Year,turmeric,110.0,260.0,2.3636363636363638
Odisha,Jharsuguda,2004,Autumn,groundnut,160.0,103.0,0.64375
Odisha,Jharsuguda,2004,Autumn,maize,3.0,9.4,3.1333333333333333
Odisha,Jharsuguda,2004,Autumn,finger millet,2.0,0.9,0.45
Odisha,Jharsuguda,2004,Autumn,rice,26000.0,20000.0,0.7692307692307693
Odisha,Jharsuguda,2004,Autumn,blackgram,30.0,5.6,0.18666666666666665
Odisha,Jharsuguda,2004,Kharif,castor seed,59.0,20.0,0.3389830508474576
Odisha,Jharsuguda,2004,Kharif,dry ginger,636.0,1177.0,1.85062893081761
Odisha,Jharsuguda,2004,Rabi,castor seed,52.0,20.0,0.38461538461538464
Odisha,Jharsuguda,2004,Rabi,gram,316.0,136.0,0.43037974683544306
Odisha,Jharsuguda,2004,Rabi,other  rabi pulses,536.0,386.0,0.7201492537313433
Odisha,Jharsuguda,2004,Rabi,sunflower,113.0,54.0,0.4778761061946903
Odisha,Jharsuguda,2004,Summer,groundnut,125.0,117.6,0.9408
Odisha,Jharsuguda,2004,Summer,greengram,43.0,11.7,0.2720930232558139
Odisha,Jharsuguda,2004,Summer,rice,1000.0,1000.0,1.0
Odisha,Jharsuguda,2004,Summer,sesame,1.0,0.5,0.5
Odisha,Jharsuguda,2004,Summer,blackgram,4.0,1.8,0.45
Odisha,Jharsuguda,2004,Summer,wheat,84.0,79.3,0.944047619047619
Odisha,Jharsuguda,2004,Whole Year,coriander,160.0,77.0,0.48125
Odisha,Jharsuguda,2004,Whole Year,dry chillies,1056.0,910.0,0.8617424242424242
Odisha,Jharsuguda,2004,Whole Year,garlic,180.0,576.0,3.2
Odisha,Jharsuguda,2004,Whole Year,onion,452.0,3429.0,7.586283185840708
Odisha,Jharsuguda,2004,Whole Year,turmeric,113.0,266.0,2.353982300884956
Odisha,Jharsuguda,2004,Winter,horse-gram,473.0,173.1,0.3659619450317125
Odisha,Jharsuguda,2004,Winter,rapeseed &mustard,565.0,187.0,0.3309734513274336
Odisha,Jharsuguda,2004,Winter,rice,32000.0,46000.0,1.4375
Odisha,Jharsuguda,2004,Winter,sesame,2018.0,559.0,0.2770069375619425
Odisha,Jharsuguda,2004,Winter,blackgram,51.0,15.0,0.29411764705882354
Odisha,Jharsuguda,2005,Autumn,groundnut,119.0,80.6,0.6773109243697478
Odisha,Jharsuguda,2005,Autumn,maize,5.0,4.4,0.8800000000000001
Odisha,Jharsuguda,2005,Autumn,rice,27000.0,27000.0,1.0
Odisha,Jharsuguda,2005,Summer,groundnut,48.0,48.5,1.0104166666666667
Odisha,Jharsuguda,2005,Summer,maize,2.0,3.2,1.6
Odisha,Jharsuguda,2005,Summer,greengram,192.0,77.8,0.40520833333333334
Odisha,Jharsuguda,2005,Summer,rice,1000.0,2000.0,2.0
Odisha,Jharsuguda,2005,Summer,sesame,16.0,9.2,0.575
Odisha,Jharsuguda,2005,Summer,wheat,88.0,112.5,1.2784090909090908
Odisha,Jharsuguda,2005,Winter,groundnut,28.0,27.8,0.9928571428571429
Odisha,Jharsuguda,2005,Winter,horse-gram,425.0,150.9,0.35505882352941176
Odisha,Jharsuguda,2005,Winter,rapeseed &mustard,329.0,112.2,0.34103343465045594
Odisha,Jharsuguda,2005,Winter,rice,33000.0,73000.0,2.212121212121212
Odisha,Jharsuguda,2005,Winter,sesame,3184.0,971.1,0.3049937185929648
Odisha,Jharsuguda,2005,Winter,blackgram,32.0,11.9,0.371875
Odisha,Jharsuguda,2006,Autumn,groundnut,34.0,27.7,0.8147058823529412
Odisha,Jharsuguda,2006,Autumn,greengram,1.0,0.5,0.5
Odisha,Jharsuguda,2006,Autumn,finger millet,1.0,0.8,0.8
Odisha,Jharsuguda,2006,Autumn,rice,29000.0,41000.0,1.4137931034482758
Odisha,Jharsuguda,2006,Autumn,blackgram,51.0,18.8,0.3686274509803922
Odisha,Jharsuguda,2006,Summer,groundnut,63.0,63.1,1.0015873015873016
Odisha,Jharsuguda,2006,Summer,greengram,139.0,59.9,0.4309352517985611
Odisha,Jharsuguda,2006,Summer,wheat,106.0,160.8,1.5169811320754718
Odisha,Jharsuguda,2006,Winter,groundnut,1.0,1.2,1.2
Odisha,Jharsuguda,2006,Winter,horse-gram,361.0,123.8,0.3429362880886426
Odisha,Jharsuguda,2006,Winter,greengram,2.0,0.7,0.35
Odisha,Jharsuguda,2006,Winter,rapeseed &mustard,436.0,140.8,0.3229357798165138
Odisha,Jharsuguda,2006,Winter,rice,32000.0,71000.0,2.21875
Odisha,Jharsuguda,2006,Winter,sesame,1846.0,564.9,0.3060130010834236
Odisha,Jharsuguda,2006,Winter,blackgram,17.0,6.5,0.38235294117647056
Odisha,Jharsuguda,2007,Autumn,groundnut,29.0,25.0,0.8620689655172413
Odisha,Jharsuguda,2007,Autumn,maize,2.0,2.8,1.4
Odisha,Jharsuguda,2007,Autumn,greengram,1.0,0.4,0.4
Odisha,Jharsuguda,2007,Autumn,finger millet,2.0,0.8,0.4
Odisha,Jharsuguda,2007,Autumn,rice,26000.0,35000.0,1.3461538461538463
Odisha,Jharsuguda,2007,Autumn,blackgram,11.0,4.4,0.4
Odisha,Jharsuguda,2007,Summer,groundnut,32.0,33.5,1.046875
Odisha,Jharsuguda,2007,Summer,maize,1.0,1.6,1.6
Odisha,Jharsuguda,2007,Summer,greengram,286.0,107.3,0.37517482517482514
Odisha,Jharsuguda,2007,Summer,rice,1000.0,2000.0,2.0
Odisha,Jharsuguda,2007,Summer,sesame,2.0,0.3,0.15
Odisha,Jharsuguda,2007,Summer,wheat,260.0,359.6,1.383076923076923
Odisha,Jharsuguda,2007,Winter,groundnut,10.0,9.1,0.9099999999999999
Odisha,Jharsuguda,2007,Winter,horse-gram,283.0,87.7,0.3098939929328622
Odisha,Jharsuguda,2007,Winter,rapeseed &mustard,426.0,127.4,0.2990610328638498
Odisha,Jharsuguda,2007,Winter,rice,31000.0,65000.0,2.096774193548387
Odisha,Jharsuguda,2007,Winter,sesame,1192.0,342.1,0.28699664429530203
Odisha,Jharsuguda,2007,Winter,blackgram,10.0,2.6,0.26
Odisha,Jharsuguda,2008,Autumn,groundnut,52.0,56.6,1.0884615384615386
Odisha,Jharsuguda,2008,Autumn,maize,2.0,1.7,0.85
Odisha,Jharsuguda,2008,Autumn,finger millet,3.0,1.9,0.6333333333333333
Odisha,Jharsuguda,2008,Autumn,rice,24000.0,30000.0,1.25
Odisha,Jharsuguda,2008,Autumn,blackgram,1.0,0.3,0.3
Odisha,Jharsuguda,2008,Summer,groundnut,188.0,212.1,1.128191489361702
Odisha,Jharsuguda,2008,Summer,greengram,156.0,70.7,0.4532051282051282
Odisha,Jharsuguda,2008,Summer,rice,2000.0,4000.0,2.0
Odisha,Jharsuguda,2008,Summer,wheat,286.0,502.5,1.756993006993007
Odisha,Jharsuguda,2008,Winter,horse-gram,188.0,59.2,0.3148936170212766
Odisha,Jharsuguda,2008,Winter,greengram,2.0,0.2,0.1
Odisha,Jharsuguda,2008,Winter,rapeseed &mustard,285.0,84.9,0.29789473684210527
Odisha,Jharsuguda,2008,Winter,rice,28000.0,67000.0,2.392857142857143
Odisha,Jharsuguda,2008,Winter,sesame,663.0,190.3,0.28702865761689295
Odisha,Jharsuguda,2008,Winter,blackgram,10.0,3.2,0.32
Odisha,Jharsuguda,2009,Autumn,groundnut,132.0,62.3,0.47196969696969693
Odisha,Jharsuguda,2009,Autumn,maize,10.0,8.4,0.8400000000000001
Odisha,Jharsuguda,2009,Autumn,finger millet,1.0,0.5,0.5
Odisha,Jharsuguda,2009,Autumn,rice,19000.0,3000.0,0.15789473684210525
Odisha,Jharsuguda,2009,Autumn,sesame,1.0,0.2,0.2
Odisha,Jharsuguda,2009,Autumn,blackgram,15.0,2.7,0.18000000000000002
Odisha,Jharsuguda,2009,Summer,groundnut,46.0,41.5,0.9021739130434783
Odisha,Jharsuguda,2009,Summer,maize,1.0,1.1,1.1
Odisha,Jharsuguda,2009,Summer,greengram,211.0,70.7,0.3350710900473934
Odisha,Jharsuguda,2009,Summer,sesame,3.0,0.4,0.13333333333333333
Odisha,Jharsuguda,2009,Summer,wheat,100.0,135.1,1.351
Odisha,Jharsuguda,2009,Winter,horse-gram,153.0,65.6,0.4287581699346405
Odisha,Jharsuguda,2009,Winter,maize,1.0,1.5,1.5
Odisha,Jharsuguda,2009,Winter,greengram,24.0,6.6,0.27499999999999997
Odisha,Jharsuguda,2009,Winter,finger millet,1.0,0.5,0.5
Odisha,Jharsuguda,2009,Winter,rapeseed &mustard,391.0,168.9,0.4319693094629156
Odisha,Jharsuguda,2009,Winter,rice,29000.0,17000.0,0.5862068965517241
Odisha,Jharsuguda,2009,Winter,sesame,2755.0,1206.7,0.43800362976406537
Odisha,Jharsuguda,2009,Winter,blackgram,31.0,13.2,0.4258064516129032
Odisha,Jharsuguda,2010,Autumn,groundnut,420.0,315.0,0.75
Odisha,Jharsuguda,2010,Autumn,maize,75.0,143.5,1.9133333333333333
Odisha,Jharsuguda,2010,Autumn,finger millet,2.0,0.8,0.4
Odisha,Jharsuguda,2010,Autumn,rice,22000.0,6000.0,0.2727272727272727
Odisha,Jharsuguda,2010,Autumn,sesame,4.0,0.7,0.175
Odisha,Jharsuguda,2010,Autumn,blackgram,19.0,4.6,0.2421052631578947
Odisha,Jharsuguda,2010,Summer,groundnut,54.0,69.7,1.2907407407407407
Odisha,Jharsuguda,2010,Summer,maize,3.0,4.5,1.5
Odisha,Jharsuguda,2010,Summer,greengram,499.0,119.8,0.24008016032064128
Odisha,Jharsuguda,2010,Summer,rice,1000.0,1000.0,1.0
Odisha,Jharsuguda,2010,Summer,sesame,6.0,2.1,0.35000000000000003
Odisha,Jharsuguda,2010,Summer,wheat,84.0,107.6,1.2809523809523808
Odisha,Jharsuguda,2010,Winter,horse-gram,330.0,97.0,0.29393939393939394
Odisha,Jharsuguda,2010,Winter,greengram,27.0,3.7,0.13703703703703704
Odisha,Jharsuguda,2010,Winter,rapeseed &mustard,497.0,144.6,0.2909456740442656
Odisha,Jharsuguda,2010,Winter,rice,30000.0,25000.0,0.8333333333333334
Odisha,Jharsuguda,2010,Winter,sesame,2603.0,502.4,0.1930080676142912
Odisha,Jharsuguda,2010,Winter,blackgram,66.0,16.2,0.24545454545454545
Odisha,Jharsuguda,2011,Autumn,groundnut,457.0,338.2,0.7400437636761488
Odisha,Jharsuguda,2011,Autumn,maize,19.0,47.5,2.5
Odisha,Jharsuguda,2011,Autumn,rice,12000.0,6000.0,0.5
Odisha,Jharsuguda,2011,Autumn,sesame,1.0,0.2,0.2
Odisha,Jharsuguda,2011,Autumn,blackgram,13.0,1.3,0.1
Odisha,Jharsuguda,2011,Summer,groundnut,68.0,88.9,1.3073529411764706
Odisha,Jharsuguda,2011,Summer,greengram,83.0,24.5,0.29518072289156627
Odisha,Jharsuguda,2011,Summer,rice,1000.0,1000.0,1.0
Odisha,Jharsuguda,2011,Summer,sesame,1.0,0.1,0.1
Odisha,Jharsuguda,2011,Summer,wheat,14.0,17.9,1.2785714285714285
Odisha,Jharsuguda,2011,Winter,groundnut,8.0,9.2,1.15
Odisha,Jharsuguda,2011,Winter,horse-gram,141.0,22.8,0.16170212765957448
Odisha,Jharsuguda,2011,Winter,rapeseed &mustard,155.0,57.7,0.37225806451612903
Odisha,Jharsuguda,2011,Winter,rice,26000.0,39000.0,1.5
Odisha,Jharsuguda,2011,Winter,sesame,399.0,51.1,0.1280701754385965
Odisha,Jharsuguda,2011,Winter,blackgram,11.0,3.8,0.34545454545454546
Odisha,Jharsuguda,2012,Autumn,groundnut,226.0,189.6,0.8389380530973451
Odisha,Jharsuguda,2012,Autumn,maize,61.0,131.9,2.1622950819672133
Odisha,Jharsuguda,2012,Autumn,greengram,17.0,1.8,0.10588235294117647
Odisha,Jharsuguda,2012,Autumn,finger millet,2.0,0.9,0.45
Odisha,Jharsuguda,2012,Autumn,rice,13000.0,25000.0,1.9230769230769231
Odisha,Jharsuguda,2012,Autumn,blackgram,32.0,3.1,0.096875
Odisha,Jharsuguda,2012,Summer,groundnut,84.0,138.5,1.6488095238095237
Odisha,Jharsuguda,2012,Summer,maize,3.0,5.6,1.8666666666666665
Odisha,Jharsuguda,2012,Summer,greengram,374.0,148.1,0.39598930481283423
Odisha,Jharsuguda,2012,Summer,rice,99000.0,1000.0,0.010101010101010102
Odisha,Jharsuguda,2012,Summer,wheat,5.0,7.0,1.4
Odisha,Jharsuguda,2012,Winter,horse-gram,75.0,31.8,0.424
Odisha,Jharsuguda,2012,Winter,rapeseed &mustard,267.0,80.4,0.301123595505618
Odisha,Jharsuguda,2012,Winter,rice,24000.0,74000.0,3.0833333333333335
Odisha,Jharsuguda,2012,Winter,sesame,304.0,97.6,0.32105263157894737
Odisha,Jharsuguda,2013,Autumn,groundnut,90.0,127.7,1.4188888888888889
Odisha,Jharsuguda,2013,Autumn,maize,49.0,104.7,2.136734693877551
Odisha,Jharsuguda,2013,Autumn,rice,17000.0,14000.0,0.8235294117647058
Odisha,Jharsuguda,2013,Autumn,blackgram,3.0,0.4,0.13333333333333333
Odisha,Jharsuguda,2013,Summer,groundnut,43.0,84.3,1.9604651162790696
Odisha,Jharsuguda,2013,Summer,maize,2.0,6.0,3.0
Odisha,Jharsuguda,2013,Summer,greengram,261.0,97.4,0.3731800766283525
Odisha,Jharsuguda,2013,Summer,sesame,6.0,1.5,0.25
Odisha,Jharsuguda,2013,Summer,wheat,17.0,25.6,1.5058823529411764
Odisha,Jharsuguda,2013,Winter,horse-gram,116.0,39.6,0.3413793103448276
Odisha,Jharsuguda,2013,Winter,rapeseed &mustard,235.0,110.7,0.47106382978723405
Odisha,Jharsuguda,2013,Winter,rice,23000.0,37000.0,1.608695652173913
Odisha,Jharsuguda,2013,Winter,sesame,347.0,117.6,0.3389048991354467
Odisha,Jharsuguda,2014,Autumn,groundnut,171.0,408.7,2.3900584795321635
Odisha,Jharsuguda,2014,Autumn,maize,28.0,87.4,3.1214285714285714
Odisha,Jharsuguda,2014,Autumn,rice,23000.0,22000.0,0.9565217391304348
Odisha,Jharsuguda,2014,Autumn,blackgram,50.0,9.7,0.19399999999999998
Odisha,Jharsuguda,2014,Summer,groundnut,58.0,94.0,1.6206896551724137
Odisha,Jharsuguda,2014,Summer,greengram,109.0,37.5,0.3440366972477064
Odisha,Jharsuguda,2014,Summer,sesame,3.0,1.1,0.3666666666666667
Odisha,Jharsuguda,2014,Winter,horse-gram,30.0,10.6,0.35333333333333333
Odisha,Jharsuguda,2014,Winter,maize,7.0,31.5,4.5
Odisha,Jharsuguda,2014,Winter,rapeseed &mustard,90.0,39.7,0.4411111111111111
Odisha,Jharsuguda,2014,Winter,rice,46000.0,76000.0,1.6521739130434783
Odisha,Jharsuguda,2014,Winter,sesame,87.0,29.5,0.3390804597701149
Odisha,Jharsuguda,2015,Autumn,groundnut,15.0,33.5,2.2333333333333334
Odisha,Jharsuguda,2015,Autumn,maize,14.0,50.5,3.607142857142857
Odisha,Jharsuguda,2015,Autumn,rice,18000.0,11000.0,0.6111111111111112
Odisha,Jharsuguda,2015,Autumn,blackgram,5.0,0.9,0.18
Odisha,Jharsuguda,2015,Summer,groundnut,1.0,1.0,1.0
Odisha,Jharsuguda,2015,Summer,maize,1.0,3.0,3.0
Odisha,Jharsuguda,2015,Summer,greengram,107.0,37.8,0.35327102803738314
Odisha,Jharsuguda,2015,Winter,horse-gram,92.0,29.4,0.31956521739130433
